modelParams|clParams|alpha,modelParams|spParams|synPermInactiveDec,modelParams|tpParams|activationThreshold,modelParams|tpParams|minThreshold,modelParams|tpParams|pamLength
0.005451785714285715,0.005641071428571429,13,11,1
