modelParams|clParams|alpha,modelParams|spParams|synPermInactiveDec,modelParams|tpParams|activationThreshold,modelParams|tpParams|minThreshold,modelParams|tpParams|pamLength
0.0804384779952281,0.002000208424180165,16,11,4
